agent,final_replies,unread_replies,pct_replies_unread,final_text_tokens,unread_text_tokens,pct_text_tokens_unread,unread_usd,median_read_time_s,median_delta_s
claude_code,55223,6543,11.848324067870271,13793522.25,2786147.0,20.198952446681993,68.42631625000016,29.568,98.46
codex,9501,2257,23.755394169034837,2959570.75,784364.0,26.502627112394592,19.348404624999983,48.768,94.529
opencode,1804,115,6.3747228381374725,600615.25,121593.5,20.244823953437745,1.0040597499999995,43.392,170.208
