agent,event_kind,reads_in_next_20_tool_calls,reads_of_already_seen_paths,pct_rereads,reread_chars,reread_usd_one_pass,reread_usd_recached
claude_code,compact_boundary,6968,4121,59.14179104477612,33550476,4.045058124999989,50.563226562500034
claude_code,microcompact_boundary,1249,517,41.39311449159327,1796504,0.15767464999999994,1.9709331249999984
