bucket,turns,pct_of_turns,agent_hours,usd
1. <30 s,23902,30.657739469498743,92.51921027777745,5395.554343650022
2. 0.5-2 min,24377,31.26699502334411,436.0115705555538,16161.359625050018
3. 2-10 min,21204,27.197167923657073,1602.8042511111187,39947.810701000344
4. 10-30 min,5776,7.408547534759633,1576.0591774999987,27650.045678999937
5. >30 min,2705,3.4695500487404445,12650.623260000006,24790.150626299957
