polling_bash_calls,pct_of_all_bash_calls,sessions_that_poll,usd_of_calls_that_issued_a_poll,polls_inside_a_burst,usd_in_bursts,pct_of_total_usd
10316,1.9640133955004369,1127,1359.1404435499992,4626,549.9164390000018,1.1648771656310297
