agent,repeated_chars,repeated_tokens,usd_lower_bound,usd_if_cached_once
claude_code,52402104,13100526.0,63.14841856250028,6.314841856249997
codex,3014301,753575.25,2.9667842499999617,0.2966784249999973
opencode,3797823,949455.75,1.5248919375000018,0.1524891937499996
