agent,rent_tokens,cache_read_tokens,pct_of_cache_read_tokens,rent_usd,cache_read_usd,pct_of_cache_read_usd
codex,281997145324.0,28165371264,1001.2193437138851,135781.6215097875,12295.384588799974,1104.3300071595381
claude_code,63236110209.75,123228962728,51.31594781766473,30745.516839137454,61755.66636440017,49.78574218229324
opencode,2878526626.0,2416143822,119.13722187354126,445.64895173749943,444.92897619999997,100.16181808243836
