permission_mode,sessions,usd,committed_lines,usd_per_committed_line,tool_error_rate_pct,tool_calls_per_committed_line,pct_sessions_with_commits,median_session_usd
no permission-mode events,5330,54038.88347224988,13534963,0.0039925401696517294,4.056072782782252,0.03620298038494823,90.1125703564728,2.45354925
bypassPermissions,719,12987.309565650003,533617,0.024338260523277935,3.0391330225176074,0.15113461527649982,89.70792767732962,3.4573774999999998
acceptEdits,360,12955.51002844999,351892,0.03681672225697086,2.563112563112563,0.1913655326065952,81.11111111111111,13.449889500000001
auto,356,9315.599875150003,372923,0.02497995531289302,2.5938725585368694,0.1381143024163165,83.14606741573034,8.946679750000001
default,437,7147.437346250005,150170,0.04759564058234005,3.230059327620303,0.2626489978024905,73.6842105263158,2.253905
plan,27,295.33272415,20393,0.014482063656646888,3.6064113980409616,0.11013583092237532,92.5925925925926,3.3184245000000003
dontAsk,1,1.0314285000000003,119,0.008667466386554624,13.636363636363637,0.18487394957983194,100.0,1.0314285000000003
