hour_bucket,sessions,pct_of_sessions,usd,tool_error_rate_pct,abandonment_rate_pct,usd_per_committed_line,median_session_usd
1. night 0-6,139,11.91088260497001,1942.18278555,0.0,23.02158273381295,0.04927646992312376,2.266787999999999
2. day 6-18,781,66.92373607540702,14228.131972300007,0.0,17.41357234314981,0.01174079713587611,2.5599165000000004
3. evening 18-24,247,21.165381319622966,2878.1130647,0.0,12.145748987854251,0.017271130888786207,1.5546669999999996
