reads_of_a_just_written_file,pct_of_all_reads,reread_chars,usd_at_fresh_input_price,edits_inside_a_thrash_window,pct_of_edits_in_thrash
23104,14.302428515714471,48831788,55.977434312500094,53297,28.53540356043368
