first_claude_code_version,median_entry_tokens_first_version,last_claude_code_version,median_entry_tokens_last_version,pct_change_in_median_entry_tokens,median_entry_usd_last_version,total_entry_usd_all_sessions,pct_of_total_usd
2.1.17,26796.5,2.1.195,28689.0,7.062489504226299,0.17995,1154.4429302500007,0.9894372688667057
