agent,sessions,median_agent_hours_per_session,p90_agent_hours_per_session,median_human_hours_per_session,agent_hours,usd
claude_code,6959,0.2134638888888889,2.4712337222222227,0.18691097222222225,14676.855281666656,94333.53705600002
codex,1133,0.13129055555555555,2.5182907777777843,0.27849222222222225,1461.2253908333334,18724.198357049994
opencode,783,0.02311722222222222,0.19556711111111255,0.2425222222222222,219.9367969444445,887.1855619499997
