month,fast_calls,calls,pct_fast,fast_usd
2026-01-01 00:00:00,0,11671,0.0,
2026-02-01 00:00:00,0,117168,0.0,
2026-03-01 00:00:00,0,175098,0.0,
2026-04-01 00:00:00,1518,151956,0.9989733870330886,238.88473149999984
2026-05-01 00:00:00,132,106288,0.12419087761553516,10.319852
2026-06-01 00:00:00,2726,95753,2.8469081908660825,398.87611000000004
2026-07-01 00:00:00,0,15027,0.0,
