hot_files,pct_of_edits_on_hot_files,median_repo_share_of_edits_in_top_5pct_of_files,pct_hot_file_edits_followed_by_error,pct_cold_file_edits_followed_by_error,edits_total
518,20.558425913532325,33.782367689113485,6.80504192926715,7.6635866744845895,186775
