month,calls_after_gap_gt_5min,cache_write_usd_after_gap_gt_5min,pct_of_month_cache_write_usd
2026-01-01 00:00:00,383,154.24017375,55.378673649766924
2026-02-01 00:00:00,3269,559.8291090000001,21.78467783221481
2026-03-01 00:00:00,6672,1864.3219899999992,38.446806113683365
2026-04-01 00:00:00,5656,2534.5185920000004,48.196218652523235
2026-05-01 00:00:00,3854,2154.7613155000004,46.6892505323687
2026-06-01 00:00:00,3930,2290.34872025,41.813635962647886
2026-07-01 00:00:00,646,637.1449322500001,43.457045347124364
