agent,sessions,mean_usd,p50_usd,p90_usd,p99_usd,max_usd
claude_code,7230,13.380512370733056,2.8446577500000005,27.113573950000013,207.6798602100001,1677.615312600007
codex,1167,16.322560259254494,2.298124,37.60206499999999,197.3302734599995,1069.808071999999
opencode,783,1.1330594660919533,0.23839409999999997,0.8552188600000007,20.630753164,182.01716474999992
cursor,86,0.0,0.0,0.0,0.0,0.0
