fast_calls,pct_of_claude_code_calls,fast_usd,pct_of_claude_code_usd,sessions_using_fast,pct_of_calls_without_a_speed_field
4376,0.6456896233723117,648.0806934999998,0.6699124402691417,42,17.757497510052012
