total_usd,usd_claude_code,usd_codex,usd_opencode,pct_usd_cache_read,pct_usd_cache_write,pct_usd_output,pct_usd_fresh_input,pct_calls_unpriced,usd_per_committed_line_all
116676.71782489918,96741.10444040004,19048.42782255006,887.185561949999,63.8481963824169,22.33259450836216,9.230800014588414,4.588409094635711,2.8984637863419347,0.006412798753420797
