agent,calls,unpriced_calls,pct_calls_unpriced,all_tokens,unpriced_tokens,pct_tokens_unpriced
claude_code,677725,10282,1.5171345309675754,126400188487,360371929,0.2851039490633857
codex,218945,39,0.017812692685377607,29519112571,3036130,0.010285302421261598
opencode,27949,7827,28.004579770295898,1159744814,623181623,53.73437462079481
cursor,8910,8910,100.0,0,0,
