measure,agent,model,n_items,population_chars,sample_share,wasted_chars,wasted_tokens,price_usd_per_mtok,usd,priced
lineno_prefixes,opencode,kimi-k2.5,4,20569,0.1238938800271429,2548.3732182783024,637.0933045695756,,,False
lineno_prefixes,opencode,ling-2.6-flash-free,1,3126,0.1238938800271429,387.2922689648487,96.82306724121217,,,False
lineno_prefixes,opencode,mimo-v2.5-free,524,1415604,0.1238938800271429,175384.6721419436,43846.1680354859,,,False
lineno_prefixes,opencode,minimax-m2.5-free,11,15807,0.1238938800271429,1958.3905615890478,489.59764039726196,,,False
lineno_prefixes,opencode,moonshotai/kimi-k2-instruct,1,8652,0.1238938800271429,1071.9298499948404,267.9824624987101,,,False
lineno_prefixes,opencode,nemotron-3-super-free,53,179795,0.1238938800271429,22275.500159480158,5568.8750398700395,,,False
lineno_prefixes,opencode,north-mini-code-free,9,31801,0.1238938800271429,3939.9492787431714,984.9873196857928,,,False
lineno_prefixes,opencode,qwen3.6-plus,242,1015357,0.1238938800271429,125796.51834271973,31449.129585679933,,,False
lineno_prefixes,opencode,z-ai/glm-5.1,11,39869,0.1238938800271429,4939.52510280216,1234.88127570054,,,False
image_base64,claude_code,claude-fable-5,1344,11690398,0.33271698306940883,3889593.953440651,972398.4883601627,10.0,9.723984883601627,True
image_base64,claude_code,claude-haiku-4-5-20251001,344,1395136,0.33271698306940883,464185.44089152274,116046.36022288068,1.0,0.11604636022288069,True
image_base64,claude_code,claude-opus-4-5-20251101,4529,26834013,0.33271698306940883,8928131.849005297,2232032.962251324,5.0,11.160164811256621,True
image_base64,claude_code,claude-opus-4-6,80996,412755171,0.33271698306940883,137330655.24141794,34332663.810354486,5.0,171.66331905177245,True
image_base64,claude_code,claude-opus-4-7,26042,135942765,0.33271698306940883,45230466.64091362,11307616.660228405,5.0,56.538083301142024,True
image_base64,claude_code,claude-opus-4-8,15726,105156436,0.33271698306940883,34987332.136251375,8746833.034062844,5.0,43.73416517031422,True
image_base64,claude_code,claude-sonnet-4-5-20250929,2475,11596877,0.33271698306940883,3858477.9284670167,964619.4821167542,3.0,2.8938584463502623,True
image_base64,claude_code,claude-sonnet-4-6,8993,41208956,0.33271698306940883,13710919.515760014,3427729.8789400035,3.0,10.28318963682001,True
image_base64,claude_code,claude-sonnet-5,343,30738726,0.33271698306940883,10227296.178117197,2556824.0445292993,2.0,5.113648089058598,True
image_base64,claude_code,exact-dodo,81,340144,0.33271698306940883,113171.685489161,28292.92137229025,,,False
image_base64,claude_code,glm-4.7,78,196243,0.33271698306940883,65293.37890849,16323.3447271225,,,False
image_base64,claude_code,glm-5,555,3286853,0.33271698306940883,1093591.8139526357,273397.95348815894,,,False
image_base64,claude_code,glm-5.1,160,661763,0.33271698306940883,220179.7888669612,55044.9472167403,,,False
image_base64,claude_code,glm-5.2,6,6216,0.33271698306940883,2068.168766759445,517.0421916898613,,,False
image_base64,claude_code,gpt-5.3-codex,13,26439,0.33271698306940883,8796.7043153721,2199.176078843025,1.75,0.003848558137975294,True
image_base64,claude_code,kimi-k2.5,15,76922,0.33271698306940883,25593.255771665066,6398.313942916267,,,False
image_base64,claude_code,qwen3.5,3,14251,0.33271698306940883,4741.549725722145,1185.3874314305363,,,False
image_base64,claude_code,stealth,33,38260,0.33271698306940883,12729.751772235582,3182.4379430588956,,,False
image_base64,opencode,anthropic/claude-opus-4.6,23,319203,0.0,0.0,0.0,5.0,0.0,True
image_base64,opencode,anthropic/claude-sonnet-4.6,1,400,0.0,0.0,0.0,3.0,0.0,True
image_base64,opencode,big-pickle,2410,7397227,0.0,0.0,0.0,,,False
image_base64,opencode,claude-haiku-4.5,115,176840,0.0,0.0,0.0,1.0,0.0,True
image_base64,opencode,claude-opus-4-6,24,73654,0.0,0.0,0.0,5.0,0.0,True
image_base64,opencode,claude-opus-4-7,12,37577,0.0,0.0,0.0,5.0,0.0,True
image_base64,opencode,claude-opus-4.6,41,334076,0.0,0.0,0.0,5.0,0.0,True
image_base64,opencode,claude-sonnet-4.5,6,40912,0.0,0.0,0.0,3.0,0.0,True
image_base64,opencode,claude-sonnet-4.6,267,1392548,0.0,0.0,0.0,3.0,0.0,True
image_base64,opencode,deepseek-v4-flash-free,227,979930,0.0,0.0,0.0,,,False
image_base64,opencode,gemini-3.1-pro-preview,29,148057,0.0,0.0,0.0,,,False
image_base64,opencode,gemini-3.5-flash,17,54733,0.0,0.0,0.0,,,False
image_base64,opencode,glm-5,112,470921,0.0,0.0,0.0,,,False
image_base64,opencode,glm-5.1,13,62047,0.0,0.0,0.0,,,False
image_base64,opencode,google/gemini-3.1-pro-preview,11,186889,0.0,0.0,0.0,,,False
image_base64,opencode,gpt-5.3-codex,9513,109797986,0.0,0.0,0.0,1.75,0.0,True
image_base64,opencode,gpt-5.4,2028,13095724,0.0,0.0,0.0,2.5,0.0,True
image_base64,opencode,gpt-5.5,134,671325,0.0,0.0,0.0,5.0,0.0,True
image_base64,opencode,gpt-5.5-fast,28,66505,0.0,0.0,0.0,5.0,0.0,True
image_base64,opencode,kimi-k2.5,4,20569,0.0,0.0,0.0,,,False
image_base64,opencode,ling-2.6-flash-free,1,3126,0.0,0.0,0.0,,,False
image_base64,opencode,mimo-v2.5-free,524,1415604,0.0,0.0,0.0,,,False
image_base64,opencode,minimax-m2.5-free,11,15807,0.0,0.0,0.0,,,False
image_base64,opencode,moonshotai/kimi-k2-instruct,1,8652,0.0,0.0,0.0,,,False
