probe,session_id,agent,model,seq,tool_use_id,tool_kind,file_path,result_chars,result_bytes,gzip_bytes,gzip_ratio,bucket
bash,019eecb9-cc3a-73c2-814a-dd4f8ced7545-8a0fdc76ea25,codex,gpt-5.5,1836,call_2PisN5aq9YqIjZ3neafIe4Wj,bash,,26,26,32,0.8125,<2
bash,019eecb9-cc3a-73c2-814a-dd4f8ced7545-8a0fdc76ea25,codex,gpt-5.5,2441,call_PN8r5bvFzgCUltsOUX7KMa1C,bash,,113,113,109,1.036697247706422,<2
bash,019eecb9-cc3a-73c2-814a-dd4f8ced7545-8a0fdc76ea25,codex,gpt-5.5,2685,call_zGtLgGxvJtQZSsdgBQPSGY6k,bash,,1160,1160,646,1.7956656346749227,<2
bash,019eecb9-cc3a-73c2-814a-dd4f8ced7545-8a0fdc76ea25,codex,gpt-5.5,2755,call_ARpoSRfYzVGAX9XeMJi6iBXS,bash,,2733,2781,1410,1.9723404255319148,<2
bash,019eedd4-9c4f-7251-ad11-6176ca88af84,codex,gpt-5.5,965,call_01ZHYvnQJnegtX6ps2IlM8TY,bash,,164,164,145,1.1310344827586207,<2
bash,019eeddc-b351-7a81-a6ad-2d4aa8d5dd93,codex,gpt-5.5,263,call_iFpyfroW3SvhpxZzxlDurx6o,bash,,102,102,103,0.9902912621359223,<2
bash,019eeddc-b351-7a81-a6ad-2d4aa8d5dd93,codex,gpt-5.5,272,call_MJYsnjqB5BhXYYoC3tZvPU48,bash,,798,808,495,1.6323232323232324,<2
bash,019eeddc-b351-7a81-a6ad-2d4aa8d5dd93,codex,gpt-5.5,486,call_6l9li0kMNpOwyJWxmHRJTlCk,bash,,222,222,172,1.2906976744186047,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,164,call_XhhkiZeLWX92Mc5Q3mBZBhKi,bash,,2053,2053,542,3.7878228782287824,3-5
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,594,call_guSYWPDryebxzGAQG0mPaVD9,bash,,322,322,182,1.7692307692307692,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,1243,call_H5xyjklns36fR5BWFREqrH5o,bash,,205,205,130,1.5769230769230769,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,2329,call_Lj84lj72Xs8fmup0EmKRnJ57,bash,,9216,9216,1888,4.88135593220339,3-5
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,2365,call_hpjmADDJnjjeoFuKz1eXoact,bash,,16949,16949,3197,5.301532686893963,5-10
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,3778,call_gWxv3C9MUReOXgRhyOJ2Un7g,bash,,114,114,111,1.027027027027027,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,3835,call_Yw6SYqFKqFavYQqemOLudiIi,bash,,2457,2457,1027,2.392405063291139,2-3
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,4565,call_aeOigxT4Fzv516GueTsmGB16,bash,,1113,1113,407,2.7346437346437344,2-3
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,5791,call_dORW71y3Lb4U574tG7TELCer,bash,,956,981,564,1.7393617021276595,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,6333,call_zLV9wv8KggFiOV6rpfUQkH3s,bash,,2443,2443,881,2.7729852440408624,2-3
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,7734,call_BcOMgasSASUkojpFPomEYW9n,bash,,7690,7690,1518,5.065876152832675,5-10
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,8036,call_cGIqQBXhnjFDV73VIYfww52W,bash,,239,239,170,1.4058823529411764,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,8649,call_J2nSQ3vcGezywGASk4f6p68J,bash,,721,721,247,2.919028340080972,2-3
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,8785,call_zJqPF6OTTg206Zff43IOkKb5,bash,,2060,2060,790,2.607594936708861,2-3
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-6635400d5b79,codex,gpt-5.5,9171,call_VPxNhVfx4bzOx0ptPH9JmlHU,bash,,1134,1134,724,1.5662983425414365,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,310,call_7fCnaeMZHnQKa35KKXWvRgPM,bash,,1157,1157,280,4.132142857142857,3-5
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,1614,call_aqTd4AefJR2xRmLGp9hbpPvM,bash,,326,326,246,1.3252032520325203,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,3740,call_27tiLIljhSrmYV9dU8g4pk8E,bash,,292,292,235,1.2425531914893617,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,3808,call_C2F1WtfnGINViq5g9T0JDn9G,bash,,5190,5190,1619,3.2056825200741197,3-5
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,4535,call_vksXcrvmI4nBs0JPIZcfg1os,bash,,3335,3335,959,3.477580813347237,3-5
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,7073,call_GfIKfY6UcLXSvo1QKkKuuiyB,bash,,20913,20913,2427,8.6168108776267,5-10
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,7976,call_kohDDf27BiMoMAOlfbJDFxrR,bash,,193,193,141,1.3687943262411348,<2
bash,019eee04-186b-7b81-9d8d-04cc08e75aff-b70f0c66c689,codex,gpt-5.5,11189,call_gwmrwGpLL8TKm9RofDTP2n6s,bash,,2087,2087,462,4.517316017316017,3-5
bash,019eef3d-abd1-72e1-ab99-dcdb259027c5,codex,gpt-5.5,158,call_BlI4SOY4lJc9V8D6ntx804sR,bash,,114,114,111,1.027027027027027,<2
bash,019eef3d-abd1-72e1-ab99-dcdb259027c5,codex,gpt-5.5,182,call_copgPKZ4ZYNiEJ71l6FQKKdD,bash,,114,114,111,1.027027027027027,<2
bash,019ef050-bbd5-7863-b97e-af881fab4c74-cd4e440c751b,codex,gpt-5.5,894,call_T4fpkkggIGkHmaaTQxqiGVW2,bash,,395,395,194,2.036082474226804,2-3
bash,019ef050-bbd5-7863-b97e-af881fab4c74-cd4e440c751b,codex,gpt-5.5,992,call_egEyfwAlQ4m4I6N6gPk8wDMF,bash,,2049,2049,917,2.2344601962922575,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,86,call_Rgx36SulaqOkRTzhxXYBSlPe,bash,,190,190,159,1.1949685534591195,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,271,call_eBs2Ur6GPrWaeTvbTwW8n7OF,bash,,1343,1343,544,2.46875,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,514,call_xFRKO5J6rULDhn3FyVDqBXVs,bash,,4768,4768,1657,2.8774894387447194,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,2918,call_niWjurZZuR58txfurkfmRnD7,bash,,9965,9989,4410,2.265079365079365,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,3335,call_Hg47lvOAKjiZwQzXpEk47YTT,bash,,210,210,166,1.2650602409638554,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,3451,call_vSzVwfptA53Li4aH73MWHHWJ,bash,,8492,8498,3052,2.7844036697247705,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,3956,call_K6a6sfek7UU7LYHGXljCNbpr,bash,,157,157,134,1.171641791044776,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,5261,call_V8W95LIcETv8yCq9IPFDFQyJ,bash,,2428,2428,656,3.701219512195122,3-5
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,5325,call_lZDeZ0cMqaWhvvrx2hPUDwiO,bash,,346,350,268,1.3059701492537314,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,5439,call_p66vqbXUubPevYoTqvSTnyt5,bash,,3642,3847,1123,3.4256455921638467,3-5
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,5822,call_rSysc7RFewarqPjMINKAAMyA,bash,,102,102,103,0.9902912621359223,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,7665,call_sAZ24WocG7PmOjxNnSduPnwn,bash,,17358,17364,4317,4.0222376650451706,3-5
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,8975,call_78u6MhmXVahTUZoS0Mtv55h1,bash,,439,439,295,1.488135593220339,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,9292,call_gImVTwsEC2nv5h9UcD7D4jng,bash,,560,562,359,1.565459610027855,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,9694,call_3gACiSkmMVYpni3eGco6e5r8,bash,,221,221,186,1.1881720430107527,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,11152,call_NsP5BHYVrmblNLhJyMgS9KGb,bash,,4254,4306,2057,2.093339815264949,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,11481,call_SMQH8M0DPCFG1IIzLlviLi81,bash,,880,882,372,2.370967741935484,2-3
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,12789,call_7g7OeT6GpXxlFzCFUnLMCAQ7,bash,,102,102,102,1.0,<2
bash,019ef09e-1621-7183-8205-646a383a2faf,codex,gpt-5.5,13852,call_RFtSylU9tbRSbHwZ8hEOlZn4,bash,,916,928,342,2.7134502923976607,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,176,call_BBwOJnxd9ZH1SgCyCuiHFDZM,bash,,7374,7374,2804,2.62981455064194,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,653,call_NeOOxa36hx4AciHA7P3I5eIb,bash,,2261,2261,841,2.6884661117717004,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,779,call_9XID9RNBUjMoqGpDy1MF9XC4,bash,,40106,40116,7866,5.099923722349351,5-10
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,1419,call_9mATjm5pPT8n27o81vorDnWr,bash,,3299,3301,1241,2.659951651893634,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,1433,call_RR6QatKPDsQ5IGDcO6I2J7p0,bash,,2007,2007,590,3.4016949152542373,3-5
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,3341,call_fe4eP0lCjixPq12DBPheEdLe,bash,,3004,3004,741,4.053981106612685,3-5
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,3991,call_5iOmZ47bcWacAOiQ32m3kkVP,bash,,102,102,103,0.9902912621359223,<2
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,4184,call_bTxZUvlm5Utgj0lgfDnUAkFz,bash,,430,430,175,2.4571428571428573,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,5579,call_bmBLHz3XVZU924bpGouO48AV,bash,,3743,3749,1609,2.3300186451211933,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-3b52e99c9ef0,codex,gpt-5.5,8032,call_Am1QYehPF3pRvxo7I64yv0XA,bash,,175,175,140,1.25,<2
bash,019ef111-70d5-7203-b653-e4834b8b92c0-718c0f9eafd6,codex,gpt-5.5,52,call_XqeQaBdHWtNhognLy2iC7PPC,bash,,17721,17727,3255,5.446082949308756,5-10
bash,019ef111-70d5-7203-b653-e4834b8b92c0-718c0f9eafd6,codex,gpt-5.5,860,call_egG7MCxONGQbcMITjrWSrU6i,bash,,1833,1833,568,3.227112676056338,3-5
bash,019ef111-70d5-7203-b653-e4834b8b92c0-718c0f9eafd6,codex,gpt-5.5,1584,call_oiLkMoDyWGHNIkueaJ4QAvNS,bash,,2396,2396,880,2.7227272727272727,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-718c0f9eafd6,codex,gpt-5.5,1693,call_iXr4trYD1CPE3gJRNLibR61t,bash,,1639,1639,600,2.7316666666666665,2-3
bash,019ef111-70d5-7203-b653-e4834b8b92c0-718c0f9eafd6,codex,gpt-5.5,2487,call_dGn6CWe7RvMXV1h1YAsB8gGp,bash,,102,102,103,0.9902912621359223,<2
bash,019ef35b-2300-75e0-98d6-8e4dce14050f,codex,gpt-5.5,1023,call_feKjrz4f8SXNvnQ7DmmMhL09,bash,,251,251,168,1.494047619047619,<2
bash,019ef35b-2300-75e0-98d6-8e4dce14050f,codex,gpt-5.5,1633,call_H6A1DGeE6jjN2uBmcm8K88o6,bash,,114,114,110,1.0363636363636364,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,136,call_Z0Uw2PKHuX2wgubMRZPiNXul,bash,,27913,27913,4492,6.21393588601959,5-10
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,1353,call_zlvWrw1xHsAwCOvy3HFLLipp,bash,,2751,2751,1135,2.4237885462555067,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,1373,call_S5nqkdc5Dgba6FxQkpiw7svB,bash,,1754,1754,649,2.7026194144838214,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,1503,call_1ipUAHrTIiNLUOCIQFM4Lxz3,bash,,915,927,339,2.734513274336283,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,1765,call_QeG5KcbICJGfSVpYOHZPFRwJ,bash,,2259,2259,923,2.447453954496208,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,3595,call_MtTwJeWkRPqyt18fOXPeXlLB,bash,,232,232,188,1.2340425531914894,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,5612,call_FNHGMVuppbGQ3OARP9bO1LyD,bash,,3722,3722,1221,3.048321048321048,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,5926,call_2xZC7ZX70aZ8ktczhnxcD8Yb,bash,,4735,4735,1339,3.536221060492905,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,7771,call_66pQO2V5XFpLiAnkLDuv9Xvc,bash,,3521,3521,1115,3.157847533632287,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,8027,call_0bh5AYfKSX2Pex0b9qTHp9bH,bash,,3756,3778,1006,3.7554671968190854,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,10637,call_w3FMgziJXgdQpzB3bj8h1zhP,bash,,398,398,221,1.8009049773755657,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,11900,call_khn0la0NyezF72q4GtlxRlNS,bash,,2561,2561,620,4.130645161290323,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,12089,call_MEGU6EMGraxzFqJXGeGnNwNA,bash,,240,240,173,1.3872832369942196,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-c8a67af03948,codex,gpt-5.5,12445,call_00gthiMEdqxYlW2Pop4I1ZU9,bash,,1108,1108,491,2.256619144602851,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,385,call_oEEL3NY7c2FvTVTFaCEJERl8,bash,,214,214,178,1.202247191011236,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,500,call_hCKBjPRswBRaUg7AYsAeqJZH,bash,,168,168,143,1.1748251748251748,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,2693,call_JuQhrDjpaIB4oo5w4X8PFcNW,bash,,916,928,344,2.697674418604651,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,2800,call_2UDMd4fukVgR6qWrzXPiVuxD,bash,,5621,5621,1757,3.199203187250996,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,3920,call_VFVofmsPmuF3Fc2o23br6nFY,bash,,668,668,254,2.62992125984252,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,4958,call_cbGy9nITMMdrH7OoDsOpLPDE,bash,,154,154,136,1.1323529411764706,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,5034,call_5l5aR6RTtWTlOWtY8kQodRwl,bash,,189,189,159,1.1886792452830188,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,5269,call_Hatlf3hqtdc50oWdyLUOOxmB,bash,,923,923,508,1.8169291338582678,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,5271,call_9WhNR89LRuZNLBUYvohoezL0,bash,,2548,2548,620,4.109677419354838,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,5758,call_x2hIzVr1osNEgvZOsZlnDkSA,bash,,771,771,355,2.171830985915493,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,5894,call_VcYR9yleHsjIy797Ym6MCD2P,bash,,267,267,217,1.2304147465437787,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,6221,call_23CDfX6W8PMYECWT9XCV8MTq,bash,,326,326,234,1.393162393162393,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,6610,call_za99NfnvB5YIBMhA2tQmX2sR,bash,,1305,1305,414,3.152173913043478,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,6849,call_CaAvCOhjhDn0UMdd2bCkn24s,bash,,7047,7053,2586,2.7273781902552203,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,6983,call_tOsHOGUdndVTrehxCkhVm41e,bash,,28033,28045,4073,6.8855880186594645,5-10
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,7001,call_Dy7BMhd4gpzs1livwKcUFXGz,bash,,5950,5950,1666,3.5714285714285716,3-5
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,8879,call_GCVGquKNbTO7W2FpVP6Lcez0,bash,,4439,4447,1849,2.4050838290968093,2-3
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,10253,call_8vvkeF8Rn0UuFESWL2o3BHAj,bash,,354,354,265,1.3358490566037735,<2
bash,019ef5f3-3472-7f70-82f7-6f0ce46691f4-e995b43c653f,codex,gpt-5.5,10506,call_dkz2IxuDdihr2JIGJxUbJzqL,bash,,13375,13377,3306,4.0462794918330305,3-5
bash,019ef6af-f809-76d3-8c95-7d7f0bc0c5ef,codex,gpt-5.5,902,call_OUJ3GxjRQnbiI8g2aaLh5u4Q,bash,,5544,5544,1736,3.193548387096774,3-5
bash,019ef6af-f809-76d3-8c95-7d7f0bc0c5ef,codex,gpt-5.5,2139,call_qrix8vnCIDXTHPKZ08tP5jSS,bash,,893,893,497,1.7967806841046277,<2
bash,019ef6af-f809-76d3-8c95-7d7f0bc0c5ef,codex,gpt-5.5,2339,call_gzRfNdU7umHw3P6ObNsCFfgu,bash,,154,154,137,1.1240875912408759,<2
bash,019ef6af-f809-76d3-8c95-7d7f0bc0c5ef,codex,gpt-5.5,2638,call_P1R6FgpWWRwCZ27GDKWOdqdt,bash,,232,232,161,1.4409937888198758,<2
bash,019ef6e7-b75d-7050-920a-93eed6d34c27-2aba3b0326f5,codex,gpt-5.5,637,call_SPaDn0HfDpjMG9aBm5A56Qbi,bash,,2311,2317,965,2.401036269430052,2-3
bash,019ef6e7-b75d-7050-920a-93eed6d34c27-5cac828dbbd7,codex,gpt-5.5,227,call_R5zmUIWjTirnYIKaQ2v1Gdl6,bash,,473,473,209,2.263157894736842,2-3
bash,019ef6e7-b75d-7050-920a-93eed6d34c27-5cac828dbbd7,codex,gpt-5.5,974,call_5ZCRxs0P5Rf7XYyKQ0uK4GWQ,bash,,1851,1851,684,2.706140350877193,2-3
bash,019ef6e7-b75d-7050-920a-93eed6d34c27-5cac828dbbd7,codex,gpt-5.5,1242,call_wfnJVcnGcIhkyFCcALvXkeFj,bash,,920,930,344,2.703488372093023,2-3
bash,019efa6b-b677-7273-a071-580c4e582f7f,codex,gpt-5.5,36,call_o1dXGlIFuquLW3IGgFUE9wa3,bash,,110,110,109,1.0091743119266054,<2
bash,019efa7d-458b-7ac3-97d5-c7fcf81cb981,codex,gpt-5.5,14,call_AqjjYbEUbu0qtKAUiHdHrAxW,bash,,5449,5465,2275,2.402197802197802,2-3
bash,019efaa9-f5b2-72c0-bf9d-a2a75869ea82,codex,gpt-5.5,731,call_vUmi3nBRhyCYguluvUVPNHTU,bash,,7570,7570,2242,3.376449598572703,3-5
bash,019efaa9-f5b2-72c0-bf9d-a2a75869ea82,codex,gpt-5.5,881,call_4WHG48hokBvxT7PNGTa0BbKD,bash,,106,106,106,1.0,<2
bash,019efc87-fa98-7971-91df-0c9512a065da,codex,gpt-5.5,469,call_Avhf9KLyBifCrmfCg8h8e8xu,bash,,3671,3671,450,8.157777777777778,5-10
bash,019efc87-fa98-7971-91df-0c9512a065da,codex,gpt-5.5,906,call_kdFWFlP3INOwMl3XWUM9Cs23,bash,,9930,9930,4384,2.2650547445255476,2-3
bash,019f01c5-9cd1-7013-83ac-7d07dc86faba,codex,gpt-5.5,1065,call_blfdgEqF9TXT6fO2aAmqrhPQ,bash,,114,114,111,1.027027027027027,<2
bash,019f01c5-9cd1-7013-83ac-7d07dc86faba,codex,gpt-5.5,1897,call_pyefKgR3dKiYWIVdAQ7DcCCK,bash,,20932,31817,4583,6.942395810604408,5-10
bash,019f01c5-9cd1-7013-83ac-7d07dc86faba,codex,gpt-5.5,2554,call_YUQZUB3JebOiqaRcXa99ZBZp,bash,,309,311,195,1.594871794871795,<2
bash,019f01c5-9cd1-7013-83ac-7d07dc86faba,codex,gpt-5.5,3333,call_PMfYGdZgzX8S8xK5ZirAG7QP,bash,,613,613,276,2.221014492753623,2-3
bash,019f01c5-9cd1-7013-83ac-7d07dc86faba,codex,gpt-5.5,6013,call_lA0JUa9kLzectjM4yyL8w8wY,bash,,624,624,280,2.2285714285714286,2-3
bash,019f01c5-9cd1-7013-83ac-7d07dc86faba,codex,gpt-5.5,6677,call_xLrGsDqf4LblQOvOq95NgcWU,bash,,8383,8383,1418,5.911847672778562,5-10
bash,019f052e-69be-7311-8539-ee30a9ab6b84,codex,gpt-5.5,114,call_tqPpAixCahmM2buxJOcwOF4D,bash,,424,424,223,1.9013452914798206,<2
bash,019f052e-69be-7311-8539-ee30a9ab6b84,codex,gpt-5.5,240,call_zDC809YeIhkt3yKd1F6HOGNp,bash,,138,138,129,1.069767441860465,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,60,call_bewZMA6jaC0EkgAYJ9onK7vP,bash,,2113,2117,1070,1.9785046728971962,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,498,call_EprZmZsMCg2xh7e4SwHufbcj,bash,,232,232,188,1.2340425531914894,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,1264,call_Jvmv1QzdLu2ZME4nLogC5lEX,bash,,233,233,175,1.3314285714285714,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,1270,call_A4ChSDjbQ4ZG0AX5KQ0obevB,bash,,237,237,192,1.234375,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,2021,call_XoHu69OXiKuiOk8MZdaq2AeL,bash,,2880,2880,699,4.120171673819742,3-5
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,2863,call_GRDt8oifbNbmMzrCCgWkdPgK,bash,,154,154,137,1.1240875912408759,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,3588,call_mMvY5Jl2eUZisB4PHJjVErg8,bash,,2976,2980,927,3.214670981661273,3-5
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,5837,call_9r78FcIflJgMQzx4p1ho87ug,bash,,478,478,245,1.9510204081632654,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,codex,gpt-5.5,6344,call_FLBNNZq490mciizOI66TMpGe,bash,,137,137,133,1.0300751879699248,<2
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,832,call_rY8hYnCqZp8mItXliG2ZLj8f,bash,,3972,3972,1369,2.9013878743608474,2-3
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,1427,call_MZ4mUSrurqpjHgzSxCw1yymE,bash,,36978,36978,4694,7.877716233489561,5-10
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,2029,call_aJeFvypRbuEBcJjObHVDlHVz,bash,,914,924,348,2.6551724137931036,2-3
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,2196,call_KTTkuSE2QuS0GYgvKRMgfJgn,bash,,1558,1558,533,2.923076923076923,2-3
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,2876,call_AZpU1jK6qllvP51m2eS3hM37,bash,,1780,1780,757,2.3513870541611626,2-3
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,3079,call_xUhT7zV1DRyl1OCRM8HRcWhl,bash,,3749,3753,1690,2.220710059171598,2-3
bash,019f05ad-eea0-7202-a508-ec34d069a2d2-e4b6eaa7c0e8,codex,gpt-5.5,3107,call_vfU6deekUff46V2p6jBcpMx9,bash,,3583,3583,1306,2.743491577335375,2-3
