probe,session_id,agent,model,seq,tool_use_id,tool_kind,file_path,result_chars,result_bytes,gzip_bytes,gzip_ratio,bucket
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,1997,call_74lhiLortSenlRtuV9REetvV,bash,,272,272,213,1.2769953051643192,<2
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,2149,call_pbyDwi9Xbtv9qU6orqbGAHsb,bash,,12080,12080,3829,3.154870723426482,3-5
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,2857,call_jU5SxAM98QGpDLdtPtv2yqml,bash,,113,113,110,1.0272727272727273,<2
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,2945,call_LtHLk3sRKD5mSncYwgnXbUtL,bash,,12917,12917,2905,4.446471600688469,3-5
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,4855,call_UTQFjQiClSGc3IWJBg3qHQ4h,bash,,102,102,104,0.9807692307692307,<2
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,6444,call_Qb0GjaeJHoXLzNH3O1Y00oNn,bash,,113,113,111,1.018018018018018,<2
bash,019e6467-8ac8-7e91-afee-22233a29a438-7d0c2c7db94a,codex,gpt-5.5,7678,call_8g2pwNa0Wj0eZ735gwgSzsSY,bash,,113,113,110,1.0272727272727273,<2
bash,019e6467-8ac8-7e91-afee-22233a29a438-91297b2af8ce,codex,gpt-5.5,1791,call_Sus87QCRaiJBhKzg7qDkMvqu,bash,,1809,1809,524,3.4522900763358777,3-5
bash,019e6467-8ac8-7e91-afee-22233a29a438-91297b2af8ce,codex,gpt-5.5,1885,call_ShZPh3cEi2k6iS1PCh9OHgSp,bash,,102,102,103,0.9902912621359223,<2
bash,019e6467-8ac8-7e91-afee-22233a29a438-91297b2af8ce,codex,gpt-5.5,2538,call_Ad8SNyeIx6GZvywAz3mrvaRw,bash,,1687,1687,596,2.8305369127516777,2-3
bash,019e6467-8ac8-7e91-afee-22233a29a438-91297b2af8ce,codex,gpt-5.5,5939,call_eNYWnn30RivMKEFFPgsZzLi7,bash,,365,365,232,1.5732758620689655,<2
bash,019e64cc-b9c4-7520-9841-b90eee742ea4,codex,gpt-5.5,81,call_Ia4EeEJMTbLuxKNnaXEEXB53,bash,,3228,3228,1019,3.167811579980373,3-5
bash,019e64cc-b9c4-7520-9841-b90eee742ea4,codex,gpt-5.5,610,call_71KN6TmnHK2WSOCIc12P5KuO,bash,,113,113,111,1.018018018018018,<2
bash,019e64cc-b9c4-7520-9841-b90eee742ea4,codex,gpt-5.5,1691,call_pFJpvpYAVjgm6YIzdq2XGghT,bash,,113,113,110,1.0272727272727273,<2
bash,019e64eb-de21-7ff1-899b-c0285c68d125,codex,gpt-5.5,673,call_BRQpdPI05EyXrbb5k9l4DYNV,bash,,172,172,147,1.1700680272108843,<2
bash,019e64eb-de21-7ff1-899b-c0285c68d125,codex,gpt-5.5,830,call_PTVjsRjoS738JGOCFuvJeyym,bash,,9073,9115,2221,4.104007203962179,3-5
bash,019e64eb-de21-7ff1-899b-c0285c68d125,codex,gpt-5.5,983,call_aziTxG9C75N9jFSsC6Sp1FBc,bash,,550,550,283,1.9434628975265018,<2
bash,019e64f6-7970-7663-b3d4-6a782f92628f,codex,gpt-5.5,238,call_iRXhEJQibPHiKwjRWzcDNq82,bash,,7083,7083,2083,3.400384061449832,3-5
bash,019e64f6-7970-7663-b3d4-6a782f92628f,codex,gpt-5.5,304,call_cgyWP1r9jm3jLScsrNBXOpas,bash,,6440,8000,1571,5.092297899427116,5-10
bash,019e64f6-7970-7663-b3d4-6a782f92628f,codex,gpt-5.5,420,call_sY9s72CnTIBHcbcbk97KbWI0,bash,,2783,2783,863,3.2247972190034764,3-5
bash,019e64f6-7970-7663-b3d4-6a782f92628f,codex,gpt-5.5,924,call_DVy1CKaFrhXboW6WGmi6yjr3,bash,,114,114,110,1.0363636363636364,<2
bash,019e64f6-7970-7663-b3d4-6a782f92628f,codex,gpt-5.5,1158,call_5KJqAe5A6YypM7sALgjPwzj8,bash,,147,147,132,1.1136363636363635,<2
bash,019e654e-8039-7683-be34-355f432d8815-7330d5499adb,codex,gpt-5.5,1018,call_TcmGXCKCMyfBxDumAzXNXhZb,bash,,3905,3909,1111,3.5184518451845186,3-5
bash,019e654e-8039-7683-be34-355f432d8815-f3815a32e580,codex,gpt-5.5,52,call_lkZjsM8lGf4rEenE64dSCqv4,bash,,963,963,460,2.0934782608695652,2-3
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,220,call_krBzGJogPvzbjcBqoA8g9sSN,bash,,6819,6825,2432,2.8063322368421053,2-3
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,295,call_pfWzq35u96zokrlgcLpLvlz8,bash,,113,113,110,1.0272727272727273,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,501,call_i6ubUvupoTbmLw7xuWO524K6,bash,,251,251,212,1.1839622641509433,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,2232,call_Zx6YQz2LnFjhmb8YJd2mdM2s,bash,,113,113,111,1.018018018018018,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,2660,call_rCFhTyZtoCpKlLYQor3mmFDd,bash,,113,113,111,1.018018018018018,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,2768,call_nFWZmet9YIkTL61wXobdelQo,bash,,114,114,112,1.0178571428571428,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,2849,call_gwwj9Mg4ZLV0HyDD6LyTsUfm,bash,,6086,6086,1419,4.288935870331219,3-5
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,3562,call_qE8wGyECCsvOSUWrDuwHc7ZT,bash,,284,284,213,1.3333333333333333,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,4421,call_zyMAWDb9CixPnpOJDDGaTrsk,bash,,345,345,239,1.4435146443514644,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,4871,call_ZdK7Y5l7iRRAx75SuIy3DbSo,bash,,417,417,244,1.709016393442623,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,6344,call_WGDfgnF4XZfuv8eZJblSTovD,bash,,113,113,110,1.0272727272727273,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-d6e5abc2f5c8,codex,gpt-5.5,7090,call_gvtGPZNBN6hbF0rXCGnzI4RZ,bash,,224,224,154,1.4545454545454546,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,305,call_xNjRFVBVImYdaTetYI5Z3bsh,bash,,1069,1069,491,2.1771894093686353,2-3
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,736,call_XuitKNhDTdFWTu05cmo5AD0q,bash,,250,250,208,1.2019230769230769,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,1189,call_iyZAjcYQV23JgIjdOjJ7DrDu,bash,,114,114,112,1.0178571428571428,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,1344,call_Znq3Qt8EiL5pGsB6gEp8XGsM,bash,,114,114,111,1.027027027027027,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,1499,call_N3U1fJOZMsnhOjyZjKOS6Ap4,bash,,666,666,312,2.1346153846153846,2-3
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,1840,call_6XZjuKJsEzAzRDDNVKAD8LyJ,bash,,533,533,192,2.7760416666666665,2-3
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,3038,call_daVOEQ6H80eR0nZHkfiwVQox,bash,,176,176,155,1.135483870967742,<2
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,3501,call_1SL8SBb64LokSmniqjQ7DzPG,bash,,23411,23411,2365,9.898942917547568,5-10
bash,019e65c0-1ef0-7333-aba7-132bcdbeccbf-fa7f33b5e784,codex,gpt-5.5,4470,call_jOMWGIQSrPLb4YdRIhNG5Gbx,bash,,133,133,124,1.0725806451612903,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,456,call_oZnzJWl6KovIE8svNAjjSmEz,bash,,955,955,472,2.0233050847457625,2-3
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,1231,call_2jwkCGc63eSgjcNUeElkNYsT,bash,,102,102,102,1.0,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,1306,call_s79pmEcKdz0rUNizeCMsxM1F,bash,,40154,40160,5736,7.00139470013947,5-10
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,1360,call_tEQ6wuobw5vzHblmXO1nhuVf,bash,,733,733,429,1.7086247086247086,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,2580,call_Yjxm9dH8kmhBtgJys7wo2wUC,bash,,5310,5310,1794,2.959866220735786,2-3
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,4563,call_TOVeh3PGBwnU4w6ZgL5nryGC,bash,,113,113,110,1.0272727272727273,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,5051,call_4eG7J6iC9EvXJt2emTJRIjui,bash,,13477,13479,1949,6.915854284248333,5-10
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,5245,call_hdv4AAkz4BmrdCBvADlTyfU1,bash,,261,261,172,1.5174418604651163,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-7f9336adeb90,codex,gpt-5.5,7133,call_hb3fD6E7EBS3FRN5XCmoTNNF,bash,,238,238,197,1.2081218274111676,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,100,call_58mAVoo9fmVEyX9hhlT1kWTX,bash,,8119,8123,2577,3.152114862242918,3-5
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,119,call_EIrQSrOXAm7v3bTdY0fKRCeZ,bash,,102,102,100,1.02,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,1269,call_RN7eEGUDPnjoeBk4RQ82Eh8t,bash,,102,102,102,1.0,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,1744,call_6JvE1W63GSO17rlXEegG9EKX,bash,,576,576,229,2.51528384279476,2-3
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,2858,call_0bNE0bK09riMrGr8Ln0d3fGP,bash,,113,113,110,1.0272727272727273,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,3114,call_drwrL0Ep1tuwO0iywitE0z86,bash,,3564,3564,1287,2.769230769230769,2-3
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,3847,call_iicu33ZFvKgeQmg7QK6Cg8Pm,bash,,10012,10012,2060,4.860194174757281,3-5
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,4053,call_3fqdTbt2fAjY3lQsMbyWrwKP,bash,,113,113,110,1.0272727272727273,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,6347,call_YhgQNAZXMCcVpnfzQq3SSBO5,bash,,210,210,165,1.2727272727272727,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,6467,call_tb2EuurTXT8CLCWGuLC8KOLB,bash,,192,192,169,1.136094674556213,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,6973,call_DwdTgnUdWNMS46DmAirwgjxw,bash,,2144,2144,747,2.8701472556894245,2-3
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,7465,call_MlEqtNsywqNMiitJM5IP9fwF,bash,,1023,1023,522,1.9597701149425288,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,7502,call_0XIeEKk8asHsKy1YVqIinV2i,bash,,112,112,109,1.0275229357798166,<2
bash,019e6628-27cf-7320-9310-9b6afc4bae27-db22a7a31cf9,codex,gpt-5.5,8069,call_nXyUGM6Mp5wKfllx6wluyss0,bash,,166,166,146,1.1369863013698631,<2
bash,019e6679-5f70-7ed3-aabf-48f9b7bf5492,codex,gpt-5.5,41,call_mZORR1P3iAxPmXPQGPxZCc46,bash,,617,617,340,1.8147058823529412,<2
bash,019e6679-5f70-7ed3-aabf-48f9b7bf5492,codex,gpt-5.5,100,call_FWTrQq3lZoJ7lXeJn5H8pGiK,bash,,7014,7016,2397,2.9269920734251147,2-3
bash,019e6936-7d88-7071-88e1-d8b5bb314cc1-e23123c49962,codex,gpt-5.5,233,call_SdLuRmLAUD04DzYAmk7HfmtT,bash,,369,369,235,1.5702127659574467,<2
bash,019e69b8-8aa6-7161-adc7-cc6e8a37dee6,codex,gpt-5.5,30,call_aZoY3coG4O8q3r0hwixIguTw,bash,,3105,3105,653,4.7549770290964775,3-5
bash,019e69c0-1483-7f63-8a41-9e5a1644e6d8,codex,gpt-5.5,275,call_gr8KYKTZS6MY6KqnbLA1AIFC,bash,,163,163,143,1.1398601398601398,<2
bash,019e6b53-8102-7b63-9f99-ada943d65c63,codex,gpt-5.5,998,call_Ld9ZNSh8pQApAWQ3baLacgnG,bash,,4042,4042,737,5.484396200814111,5-10
bash,019e6b53-8102-7b63-9f99-ada943d65c63,codex,gpt-5.5,1038,call_5rQYaH8TlSETwSJuUF2melUM,bash,,571,571,279,2.046594982078853,2-3
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,50,call_NT9XOLzdhiNLEaEniqKNBh6q,bash,,3779,3785,1349,2.8057820607857673,2-3
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,466,call_E2pjHwvJDA0hzJvS1qNVZNr0,bash,,22507,22509,2996,7.5130173564753004,5-10
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,755,call_0a9AN1zLWvo8nVOmFOZTE7kC,bash,,237,237,196,1.2091836734693877,<2
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,1298,call_49bKk7O28xsEtbgcPY1iUNc4,bash,,114,114,111,1.027027027027027,<2
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,2243,call_2S4xCdxlDNlnel49Js4jZhTj,bash,,3566,3566,1161,3.0714900947459087,3-5
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,2544,call_s6Pzh2iZQGOvhVM2I9aFXGQa,bash,,105,105,87,1.206896551724138,<2
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-b344e687fd3e,codex,gpt-5.5,2725,call_B925LmveXPHEOKL5qvU1bBdp,bash,,936,936,323,2.8978328173374615,2-3
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-e347d7e74658,codex,gpt-5.5,319,call_sVhFEh4K5tCKvC4KGID3pRaR,bash,,102,102,102,1.0,<2
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-e347d7e74658,codex,gpt-5.5,432,call_52JAG8c4wHCLCPs5H8K0kcPn,bash,,2670,2670,1054,2.5332068311195446,2-3
bash,019e6b5e-625c-7793-a614-f57c4e6d03f1-e347d7e74658,codex,gpt-5.5,717,call_Gl1LCDQ6dKHVZhpeXtuoSF7Q,bash,,757,767,321,2.3894080996884735,2-3
bash,019e6dd1-ec54-7ed2-aabf-c4e98b604513,codex,gpt-5.5,49,call_JXdkXQ0r257UKCGeruY2jLHz,bash,,1357,1357,586,2.3156996587030716,2-3
bash,019e6dd1-ec54-7ed2-aabf-c4e98b604513,codex,gpt-5.5,187,call_86A3XmwMRSfsKXir7mLFsnwx,bash,,640,640,357,1.792717086834734,<2
bash,019e6deb-d503-7622-bd1e-7305bcb30ea3,codex,gpt-5.5,1222,call_sN3IlSBMnTRNTrqufcKHxZwI,bash,,102,102,102,1.0,<2
bash,019e6e2c-29ba-7212-b165-324e70469dbf,codex,gpt-5.5,181,call_Up9gywipFABsTz1h0gp5cwl3,bash,,176,176,156,1.1282051282051282,<2
bash,019e6e50-418e-7030-a9a4-da0be2f226b9,codex,gpt-5.5,62,call_vNVUscCcMSFeb8I62so5vsjA,bash,,10576,10576,2888,3.662049861495845,3-5
bash,019e6e9e-928d-7f31-964b-68279cfd450c-8160d4a4b2b0,codex,gpt-5.5,455,call_U8nA78N4tgect3EEpBwsInsv,bash,,7131,7131,2621,2.720717283479588,2-3
bash,019e6e9e-928d-7f31-964b-68279cfd450c-8160d4a4b2b0,codex,gpt-5.5,804,call_ZNSboPUfNoNkUoDiCqxVjHL4,bash,,620,620,255,2.4313725490196076,2-3
bash,019e6e9e-928d-7f31-964b-68279cfd450c-e9ea9e690948,codex,gpt-5.5,202,call_8CP794umGnu7MoFWPTG0DBar,bash,,7736,7736,2282,3.3900087642418932,3-5
bash,019e6ec4-00dc-7c71-81fa-a0fb78683d28,codex,gpt-5.5,44,call_j9noohMHideVyMNTpKkBluMH,bash,,3381,3381,1003,3.370887337986042,3-5
bash,019e6ec4-00dc-7c71-81fa-a0fb78683d28,codex,gpt-5.5,118,call_acFbNEyM6kxxsr4N5ZFDSZ9o,bash,,1850,1850,735,2.5170068027210886,2-3
bash,019e6f22-6cbb-77c1-ad9b-e281ff69c249,codex,gpt-5.5,37,call_l1njUTtzSPBJEaprhv6JTWls,bash,,1156,1156,300,3.8533333333333335,3-5
bash,019e709d-ca91-7312-90d4-57ade5290e65,codex,gpt-5.5,1823,call_qPjNFhk7VnwkKs0ASQRqVF6K,bash,,102,102,102,1.0,<2
bash,019e709d-ca91-7312-90d4-57ade5290e65,codex,gpt-5.5,2249,call_Cya1HKNFkwPWyWN72ZcVHbR7,bash,,7285,7285,1479,4.925625422582827,3-5
bash,019e709d-ca91-7312-90d4-57ade5290e65,codex,gpt-5.5,2347,call_XZI67qBQoaQHE40YTTyCxQYV,bash,,286,286,169,1.6923076923076923,<2
bash,019e79ab-0dc1-71c0-9b14-ece1c7616728,codex,gpt-5.5,162,call_90uZtJDDgxgduTKVozhjSjzx,bash,,850,850,355,2.3943661971830985,2-3
bash,019e80c5-20a2-7542-9a48-e821d5b2c935,codex,gpt-5.5,1465,call_3uYeZom2Ct3Igjyj4XCTxn1E,bash,,995,1003,267,3.756554307116105,3-5
bash,019e80c5-20a2-7542-9a48-e821d5b2c935,codex,gpt-5.5,2145,call_TCnaUcTTEKZG7RCFIEdXgYrE,bash,,1977,1987,478,4.156903765690377,3-5
bash,019e80c5-20a2-7542-9a48-e821d5b2c935,codex,gpt-5.5,2562,call_lH6GOXJ9qUSUYd8kZcBGwD3S,bash,,136,136,129,1.054263565891473,<2
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-13361da6428a,codex,gpt-5.5,716,call_WaSpMbbxQdTIKeDOy0AokmVN,bash,,114,114,110,1.0363636363636364,<2
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-13361da6428a,codex,gpt-5.5,1428,call_GBQLJnPtL7BpjzsKIVdDOgbP,bash,,114,114,111,1.027027027027027,<2
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-13361da6428a,codex,gpt-5.5,1972,call_NgCh6jfhnjACCcnXLZUSYyYe,bash,,1975,1985,480,4.135416666666667,3-5
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-13361da6428a,codex,gpt-5.5,3042,call_3FrP106ygwnqmr2OGEe5mh19,bash,,227,227,155,1.4645161290322581,<2
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-13361da6428a,codex,gpt-5.5,3174,call_xFVsiF1XksYIJahYjjIrpfoN,bash,,114,114,110,1.0363636363636364,<2
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-1b49b510feb7,codex,gpt-5.5,377,call_wslVi0EuqgSR1qilW2kaDqwI,bash,,217,217,172,1.2616279069767442,<2
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-1b49b510feb7,codex,gpt-5.5,4049,call_fzUQdPo8tbY9tzcd6izpxWId,bash,,8563,8563,2212,3.871157323688969,3-5
bash,019e80c5-8e5f-7291-ba97-21da7035e74c-1b49b510feb7,codex,gpt-5.5,4211,call_5RXepPttqxPo21b0OhYiNDzx,bash,,294,294,215,1.3674418604651162,<2
bash,019e80c6-598f-7d31-b875-7bc81e3463c5,codex,gpt-5.5,502,call_hWcxC80cnSjp7HSx0RgzY2SP,bash,,113,113,110,1.0272727272727273,<2
bash,019e80c6-dfed-7560-8e6c-f1506b9b8233,codex,gpt-5.5,138,call_Ece4N68ZbXoJVW7FYh2ZMfca,bash,,5032,5032,2299,2.188777729447586,2-3
bash,019e80c6-dfed-7560-8e6c-f1506b9b8233,codex,gpt-5.5,643,call_Sxr7ldgsjqn7y9LGqd4iGNYA,bash,,212,212,177,1.1977401129943503,<2
bash,019e80c6-dfed-7560-8e6c-f1506b9b8233,codex,gpt-5.5,891,call_fEroLJEdNVCHFMhNrVutlQB7,bash,,2002,2002,348,5.752873563218391,5-10
bash,019e80c6-dfed-7560-8e6c-f1506b9b8233,codex,gpt-5.5,1336,call_JFw7Q31D3VTAdLfmujNMYR1f,bash,,270,270,206,1.3106796116504855,<2
bash,019e80c6-dfed-7560-8e6c-f1506b9b8233,codex,gpt-5.5,1622,call_aOCY1vGi1i1NbpjsjdaCXdzf,bash,,112,112,110,1.018181818181818,<2
bash,019e8421-9348-7a60-8d98-9651cf74cda4,codex,gpt-5.5,333,call_BYVg0wG4zEG7A25WUIblheuY,bash,,113,113,110,1.0272727272727273,<2
bash,019e845c-55b6-7070-a689-434738a4cba3,codex,gpt-5.5,48,call_t4tPEhljqtEwxRBUR7bhgI4k,bash,,4351,4359,1537,2.8360442420299283,2-3
bash,019e8464-e00a-7853-9df3-b379be753868,codex,gpt-5.5,409,call_hMKKuz6iC111f7iQjY61jexh,bash,,975,975,432,2.2569444444444446,2-3
bash,019e84e1-4319-7302-bc53-ab9a14556633,codex,gpt-5.5,839,call_KRW5wsEgDeuBEcIsyqID6MKX,bash,,263,263,224,1.1741071428571428,<2
bash,019e8565-8389-7ae3-a2c7-01ff53d74b76-4fa1836a43a9,codex,gpt-5.5,1021,call_Dax8kJeFf5Qlw5wxFyEJZpmn,bash,,102,102,100,1.02,<2
bash,019e8565-8389-7ae3-a2c7-01ff53d74b76-4fa1836a43a9,codex,gpt-5.5,1522,call_clfFCSO34hXn5khID5aWkGKw,bash,,3939,3939,1253,3.14365522745411,3-5
bash,019e8565-8389-7ae3-a2c7-01ff53d74b76-4fa1836a43a9,codex,gpt-5.5,1598,call_QCXTSlHKUZKqtQIwY66Mo25x,bash,,4034,4034,1314,3.070015220700152,3-5
bash,019e8565-8389-7ae3-a2c7-01ff53d74b76-4fa1836a43a9,codex,gpt-5.5,3006,call_BWVYTWzDEDEZX0a8UogMDQ4I,bash,,1566,1566,474,3.3037974683544302,3-5
bash,019e8565-8389-7ae3-a2c7-01ff53d74b76-64338e83a32f,codex,gpt-5.5,732,call_Gyf9HVrmso2Wgq4ZxjniViL2,bash,,4460,4460,1362,3.274596182085169,3-5
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,461,call_Dd1ri1gxRIxxbcGmynenr8Eg,bash,,6827,6868,2074,3.3114754098360657,3-5
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,879,call_MEtYz8LuOKUD4IlI44SpBbCQ,bash,,40048,40162,6893,5.826490642680981,5-10
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,1140,call_RSKiaSNFC7N4XOeBB0qTegbG,bash,,887,887,333,2.6636636636636637,2-3
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,2495,call_O9I30FVRD4k3XL3TOo0QyvYr,bash,,40154,40160,3075,13.060162601626017,10-20
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,3391,call_KJ0Vu76QKu0wO5RNZ54xsGuY,bash,,4589,4609,2252,2.0466252220248666,2-3
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,4736,call_fXCfqrpw03rVmJp0Ohf7926k,bash,,5680,6476,1928,3.358921161825726,3-5
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,4945,call_E2RkN4LCUdPXu0riKep8G5O6,bash,,400,400,221,1.8099547511312217,<2
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,5414,call_nZttX7bDZuG3jCGDOOEbO1AO,bash,,16151,16155,4312,3.74652133580705,3-5
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,5415,call_fyj5AAIdazHjn4reStVHK2dV,bash,,16151,16155,4195,3.8510131108462455,3-5
bash,019e894f-ea37-7c60-ae10-4f6f73f2d25f,codex,gpt-5.5,5590,call_f3jyf4jCCnlPRjdAlV2jYrqm,bash,,617,617,355,1.7380281690140844,<2
bash,019e89b2-44f8-7393-aa5f-ca3123a80a76-64f75e4d46c3,codex,gpt-5.5,65,call_pG5GWvKWjPiSWkq9lUP06k2S,bash,,7496,7496,2926,2.5618591934381407,2-3
bash,019e89b2-44f8-7393-aa5f-ca3123a80a76-64f75e4d46c3,codex,gpt-5.5,887,call_DIUQtbNrxPmhCZEynHCv8Yhi,bash,,1124,1124,310,3.6258064516129034,3-5
bash,019e89b2-44f8-7393-aa5f-ca3123a80a76-64f75e4d46c3,codex,gpt-5.5,1790,call_UkqJT5RDCRJLoDA37fvzyMMp,bash,,263,263,181,1.4530386740331491,<2
bash,019e89b2-44f8-7393-aa5f-ca3123a80a76-64f75e4d46c3,codex,gpt-5.5,1806,call_BkNh2gqlrsu4plJ5O9KzWwCC,bash,,1227,1227,683,1.7964860907759883,<2
bash,019e89b2-44f8-7393-aa5f-ca3123a80a76-64f75e4d46c3,codex,gpt-5.5,2172,call_S24b22vk12VZ0D3edeIKu9jb,bash,,2088,2088,923,2.2621885157096426,2-3
bash,019e89b2-44f8-7393-aa5f-ca3123a80a76-64f75e4d46c3,codex,gpt-5.5,2217,call_W7HWfV44IZOEWgmevk4c6dLJ,bash,,143,143,128,1.1171875,<2
